expert_id,skills,current_workload
375,"Predictive Modeling, IoT, Quantum Computing, Statistical Modeling, ETL Pipelines",0
376,"Data Warehousing, Database Systems, Embedded Systems, Blockchain, Systems Design, NLP",0
377,"Reinforcement Learning, Robotics, Business Intelligence, Data Visualization",0
378,"API Development, Predictive Modeling, Embedded Systems, Data Warehousing, Network Security, Quantum Computing, Edge Computing",0
379,"Network Security, Business Intelligence, NLP, DevOps, Generative AI, Blockchain, MLOps",0
380,"Software Engineering, Business Intelligence, Data Mining, Cybersecurity",0
381,"Generative AI, Database Systems, Embedded Systems, Data Visualization",0
382,"Statistical Modeling, Network Security, Big Data",0
383,"Deep Learning, Data Analysis",0
384,"Algorithm Engineering, Robotics, Statistical Modeling, Data Analysis, API Development, Data Visualization, Optimization",0
385,"Embedded Systems, Computer Vision, Big Data, Artificial Intelligence, Statistical Modeling, Network Security, Cybersecurity",0
386,"Embedded Systems, Blockchain, Business Intelligence, Predictive Modeling, Data Analysis",0
387,"Robotics, Statistical Modeling",0
388,"Data Mining, IoT, MLOps, Algorithm Engineering, Quantum Computing, Embedded Systems, Machine Learning",0
389,"API Development, IoT, Business Intelligence, Data Mining, Artificial Intelligence",0
390,"Computer Vision, ETL Pipelines, Business Intelligence, Quantum Computing",0
391,"Statistical Modeling, Algorithm Engineering, API Development, Big Data, Time Series Analysis, Database Systems, Robotics",0
392,"Blockchain, NLP, ETL Pipelines, Optimization",0
393,"Quantum Computing, Database Systems, IoT, Artificial Intelligence, Distributed Systems, Optimization, Edge Computing",0
394,"Blockchain, IoT, Edge Computing, Time Series Analysis",0
395,"Predictive Modeling, Cybersecurity, Edge Computing, Computer Vision, Algorithm Engineering, Cloud Computing",0
396,"Predictive Modeling, Deep Learning, Artificial Intelligence, Database Systems, DevOps",0
397,"Generative AI, Network Security, ETL Pipelines",0
398,"Artificial Intelligence, Database Systems, Distributed Systems, Deep Learning",0
399,"NLP, Quantum Computing",0
400,"Optimization, Edge Computing, Systems Design, Reinforcement Learning",0
401,"NLP, Business Intelligence, Distributed Systems, Robotics, Statistical Modeling, Cloud Computing, Deep Learning",0
402,"Quantum Computing, Distributed Systems, MLOps",0
403,"Embedded Systems, Data Visualization, Deep Learning, Cybersecurity, Database Systems, Robotics, Statistical Modeling",0
404,"Distributed Systems, Cloud Computing, NLP, Data Analysis, MLOps, Network Security, Generative AI",0
405,"Blockchain, Software Engineering, Optimization, Predictive Modeling, Time Series Analysis, Database Systems",0
406,"NLP, Data Visualization, API Development, Cybersecurity, Systems Design",0
407,"Data Analysis, Quantum Computing, Big Data, Systems Design, MLOps",0
408,"Data Analysis, Quantum Computing, Reinforcement Learning, Machine Learning, Edge Computing",0
409,"Artificial Intelligence, Data Visualization, Cloud Computing, Data Mining",0
410,"Data Warehousing, Cloud Computing, Statistical Modeling, Data Analysis, Embedded Systems",0
411,"Business Intelligence, MLOps",0
412,"Big Data, MLOps, Distributed Systems",0
413,"Generative AI, DevOps, Cybersecurity, Statistical Modeling, Big Data",0
414,"Data Warehousing, NLP, IoT, Edge Computing, Database Systems, Cloud Computing, Distributed Systems",0
415,"Artificial Intelligence, Machine Learning, Reinforcement Learning",0
416,"Statistical Modeling, Time Series Analysis, DevOps, Robotics, Deep Learning",0
417,"Data Warehousing, Software Engineering, Network Security, Blockchain, NLP",0
418,"MLOps, Machine Learning",0
419,"Data Visualization, Cloud Computing, Computer Vision",0
420,"Data Mining, Generative AI, Data Analysis, Deep Learning, Distributed Systems, Machine Learning",0
421,"Generative AI, Robotics, Statistical Modeling, Data Visualization, Data Analysis",0
422,"Systems Design, Business Intelligence, Robotics",0
423,"Predictive Modeling, Statistical Modeling, Deep Learning, Reinforcement Learning, Generative AI, Cloud Computing, ETL Pipelines",0
424,"Robotics, MLOps, Reinforcement Learning, Network Security, Machine Learning, API Development",0
425,"IoT, Time Series Analysis, API Development, Data Analysis, Statistical Modeling, Predictive Modeling",0
426,"DevOps, Algorithm Engineering, Predictive Modeling, MLOps, Data Visualization, Cloud Computing, Software Engineering",0
427,"IoT, Statistical Modeling, Embedded Systems, Deep Learning, Robotics",0
428,"Software Engineering, Quantum Computing, Data Analysis, MLOps",0
429,"Algorithm Engineering, Big Data, DevOps, Deep Learning, Database Systems",0
430,"ETL Pipelines, Cybersecurity, Generative AI",0
431,"Cybersecurity, Statistical Modeling, Blockchain, Data Analysis",0
432,"DevOps, Data Mining, Cloud Computing, Blockchain",0
433,"Data Visualization, Embedded Systems, Statistical Modeling, ETL Pipelines, Software Engineering, Quantum Computing",0
434,"Data Visualization, Blockchain",0
435,"NLP, Embedded Systems, Deep Learning, Data Visualization, Blockchain, Quantum Computing, Statistical Modeling",0
436,"Predictive Modeling, Business Intelligence, DevOps, Quantum Computing, Network Security, Statistical Modeling",0
437,"Reinforcement Learning, Database Systems, Distributed Systems, Systems Design",0
438,"Quantum Computing, Computer Vision, Embedded Systems, Predictive Modeling, Data Visualization",0
439,"Predictive Modeling, MLOps, Data Mining, Robotics",0
440,"Software Engineering, Machine Learning, Database Systems, MLOps, Statistical Modeling, Cloud Computing, Computer Vision",0
441,"Robotics, DevOps, Deep Learning, API Development",0
442,"ETL Pipelines, Database Systems, API Development, Systems Design, Robotics, Cybersecurity",0
443,"Data Warehousing, Optimization, Big Data, API Development, Cybersecurity, Quantum Computing, Generative AI",0
444,"Data Analysis, Algorithm Engineering, Data Mining, Cloud Computing, Embedded Systems, MLOps",0
445,"Data Analysis, Artificial Intelligence, MLOps, Big Data, Systems Design, Predictive Modeling, NLP",0
446,"Software Engineering, Artificial Intelligence",0
447,"Systems Design, Quantum Computing, Distributed Systems",0
448,"Embedded Systems, API Development",0
449,"Artificial Intelligence, Statistical Modeling",0
450,"MLOps, Artificial Intelligence, Machine Learning, Network Security, API Development, Software Engineering",0
451,"Systems Design, Time Series Analysis",0
452,"Computer Vision, Algorithm Engineering, Software Engineering",0
453,"Blockchain, Algorithm Engineering, Database Systems",0
454,"Network Security, Edge Computing, Cybersecurity, Distributed Systems",0
455,"Quantum Computing, Deep Learning, Robotics, Reinforcement Learning, Cybersecurity",0
456,"Data Mining, Cybersecurity, Edge Computing, DevOps, Blockchain, Network Security, Deep Learning",0
457,"Artificial Intelligence, Optimization",0
458,"API Development, Time Series Analysis",0
459,"ETL Pipelines, Computer Vision, Data Mining, Robotics, Algorithm Engineering, Generative AI, Time Series Analysis",0
460,"Embedded Systems, Network Security, Data Mining, Cloud Computing, ETL Pipelines, Quantum Computing, Big Data",0
461,"Data Mining, IoT, Predictive Modeling, Machine Learning, Embedded Systems, Computer Vision",0
462,"Software Engineering, Edge Computing, Cloud Computing, Reinforcement Learning, Cybersecurity, Business Intelligence",0
463,"DevOps, Statistical Modeling, ETL Pipelines",0
464,"Big Data, Cybersecurity, Systems Design, Data Warehousing, Data Analysis",0
465,"Time Series Analysis, Robotics",0
466,"ETL Pipelines, Edge Computing",0
467,"Machine Learning, Network Security, Generative AI, API Development",0
468,"Data Warehousing, DevOps, Time Series Analysis",0
469,"DevOps, Cybersecurity, Business Intelligence",0
470,"Cloud Computing, Cybersecurity, Network Security",0
471,"DevOps, Software Engineering, Predictive Modeling",0
472,"Computer Vision, Cybersecurity, Artificial Intelligence, Reinforcement Learning",0
473,"Distributed Systems, Network Security, Computer Vision, Big Data, Cybersecurity",0
474,"Time Series Analysis, Generative AI, Systems Design",0
475,"Computer Vision, Machine Learning, Cybersecurity, Data Warehousing, Predictive Modeling",0
476,"Artificial Intelligence, Business Intelligence, MLOps, DevOps, Cybersecurity",0
477,"Deep Learning, Algorithm Engineering, Optimization, DevOps, Cybersecurity, Cloud Computing, Big Data",0
478,"Network Security, API Development, Software Engineering, Cloud Computing",0
479,"Time Series Analysis, Network Security, MLOps",0
480,"Embedded Systems, Cloud Computing, Distributed Systems, Database Systems",0
481,"API Development, Blockchain, Quantum Computing",0
482,"Big Data, Reinforcement Learning",0
483,"Edge Computing, ETL Pipelines",0
484,"DevOps, ETL Pipelines, Generative AI, Algorithm Engineering, Data Visualization, MLOps",0
485,"Big Data, Reinforcement Learning, Predictive Modeling, Blockchain, Deep Learning, Optimization, Cybersecurity",0
486,"Predictive Modeling, Business Intelligence, API Development, Deep Learning, DevOps",0
487,"Edge Computing, Distributed Systems, NLP, Blockchain",0
488,"Statistical Modeling, IoT, Machine Learning, Quantum Computing, Embedded Systems, Data Warehousing",0
489,"Generative AI, Business Intelligence, Cloud Computing",0
490,"API Development, Big Data, Reinforcement Learning, Deep Learning, Database Systems",0
491,"Software Engineering, Time Series Analysis, DevOps, Cloud Computing, Robotics, Reinforcement Learning, Deep Learning",0
492,"Edge Computing, Systems Design, MLOps, Data Mining, Statistical Modeling, IoT",0
493,"Statistical Modeling, Cybersecurity, Computer Vision, Deep Learning, ETL Pipelines, Embedded Systems, IoT",0
494,"Data Mining, Edge Computing, ETL Pipelines",0
495,"Computer Vision, Artificial Intelligence, Database Systems, Robotics, Systems Design",0
496,"Algorithm Engineering, Robotics, Generative AI, Distributed Systems, Blockchain, Statistical Modeling, DevOps",0
497,"Systems Design, Software Engineering, Data Warehousing, Machine Learning, Deep Learning, Data Analysis, Algorithm Engineering",0
498,"Cybersecurity, NLP, Software Engineering, Data Warehousing, Reinforcement Learning",0
499,"Quantum Computing, Data Visualization, Algorithm Engineering, Embedded Systems",0
500,"Embedded Systems, Computer Vision, Generative AI, Predictive Modeling",0
