expert_id,skills,current_workload
405,"NLP, Reinforcement Learning, Machine Learning, Data Analysis, Data Visualization, Cybersecurity",0
406,"Deep Learning, Data Analysis, Cloud Computing, Artificial Intelligence, Cybersecurity, Computer Vision, Optimization",0
407,"Deep Learning, Computer Vision, Software Engineering, Optimization, Network Security",0
408,"Machine Learning, Data Mining, NLP, Reinforcement Learning, Cybersecurity, Computer Vision, Data Visualization",0
409,"Machine Learning, Blockchain, Deep Learning",0
410,"Software Engineering, Machine Learning, Artificial Intelligence",0
411,"Business Intelligence, Data Analysis, Optimization, Software Engineering",0
412,"Network Security, Database Systems, Deep Learning, Cloud Computing, Robotics",0
413,"Computer Vision, Data Analysis, Optimization, Cybersecurity",0
414,"Robotics, Big Data, Cybersecurity, Artificial Intelligence, Optimization, Blockchain, Cloud Computing",0
415,"Computer Vision, Cybersecurity, Blockchain, Data Visualization, Optimization, Machine Learning",0
416,"Data Analysis, Cybersecurity, Cloud Computing, Deep Learning, Optimization",0
417,"Artificial Intelligence, Big Data, Blockchain",0
418,"Robotics, Big Data, Optimization",0
419,"Business Intelligence, Reinforcement Learning, Artificial Intelligence, Big Data",0
420,"IoT, NLP, Machine Learning, Data Analysis, Robotics, Cloud Computing, Data Mining",0
421,"Database Systems, Software Engineering, Data Analysis, Business Intelligence, IoT",0
422,"NLP, Reinforcement Learning, Cloud Computing, Deep Learning, Network Security, Business Intelligence",0
423,"Reinforcement Learning, IoT, Data Visualization, Deep Learning, Computer Vision, Blockchain, Data Analysis",0
424,"Reinforcement Learning, Data Mining, Database Systems, Robotics, IoT, Machine Learning, Software Engineering",0
425,"Machine Learning, Network Security",0
426,"Computer Vision, Business Intelligence, Network Security, Cloud Computing, Cybersecurity, Deep Learning",0
427,"Robotics, Data Analysis, Computer Vision, Deep Learning, Data Mining, Reinforcement Learning",0
428,"Robotics, Machine Learning, Reinforcement Learning, Cloud Computing, Data Visualization, NLP",0
429,"Machine Learning, Network Security, Robotics, Software Engineering, Artificial Intelligence, Computer Vision",0
430,"Artificial Intelligence, Computer Vision, Data Mining, Machine Learning",0
431,"IoT, Data Mining, Network Security, Machine Learning, Business Intelligence",0
432,"Machine Learning, Software Engineering, Data Visualization, Cybersecurity, Cloud Computing",0
433,"Data Visualization, IoT, Blockchain, Robotics, Network Security, Computer Vision, Machine Learning",0
434,"Network Security, Cloud Computing, IoT, Data Analysis, Cybersecurity, Big Data, Computer Vision",0
435,"Cloud Computing, NLP, Artificial Intelligence, Network Security, Software Engineering, Business Intelligence",0
436,"Network Security, Data Visualization, Reinforcement Learning, Blockchain, NLP, Data Analysis, Deep Learning",0
437,"Cloud Computing, Big Data, Computer Vision, Data Analysis",0
438,"Data Visualization, Artificial Intelligence",0
439,"Computer Vision, Data Mining, Data Analysis",0
440,"Machine Learning, Robotics, Reinforcement Learning, NLP, Network Security, Computer Vision",0
441,"NLP, Network Security, Computer Vision, Machine Learning, Cloud Computing",0
442,"Software Engineering, NLP, Optimization, Network Security, Business Intelligence, Cloud Computing",0
443,"Database Systems, NLP, Data Visualization",0
444,"Big Data, Machine Learning, Network Security, Cybersecurity",0
445,"Data Visualization, Network Security, Deep Learning, Machine Learning, IoT, Optimization, Robotics",0
446,"Database Systems, Optimization, Data Visualization, Network Security, Cloud Computing",0
447,"Blockchain, Cybersecurity, Network Security, Deep Learning",0
448,"NLP, Software Engineering, Cloud Computing",0
449,"Machine Learning, Network Security, Data Visualization, Business Intelligence, Cloud Computing",0
450,"NLP, Big Data, Computer Vision, Optimization, Data Mining",0
451,"IoT, Data Mining, Network Security, Computer Vision, Machine Learning",0
452,"Blockchain, Machine Learning, Data Mining, Computer Vision",0
453,"Network Security, Computer Vision, Deep Learning, Business Intelligence, Optimization, Cloud Computing",0
454,"Computer Vision, Reinforcement Learning",0
455,"Data Analysis, Deep Learning, NLP, Computer Vision, Blockchain, Robotics, Reinforcement Learning",0
456,"Optimization, Software Engineering, Blockchain, Robotics, IoT, Cloud Computing",0
457,"IoT, Database Systems, Deep Learning, Robotics",0
458,"Deep Learning, Optimization",0
459,"IoT, Optimization, Data Visualization",0
460,"Business Intelligence, NLP",0
461,"Cloud Computing, Artificial Intelligence, Big Data, Data Visualization, Software Engineering, Data Mining, Data Analysis",0
462,"NLP, Blockchain, Reinforcement Learning, Deep Learning",0
463,"Optimization, Big Data, Deep Learning, Network Security, Robotics, Data Mining",0
464,"IoT, Cybersecurity, Cloud Computing, Deep Learning, Business Intelligence, Robotics, Big Data",0
465,"Machine Learning, Database Systems, Reinforcement Learning, Data Mining, Network Security, Blockchain, Artificial Intelligence",0
466,"Cloud Computing, NLP, Data Mining, Reinforcement Learning, Artificial Intelligence",0
467,"Database Systems, Robotics, IoT",0
468,"Reinforcement Learning, Deep Learning",0
469,"Deep Learning, Artificial Intelligence, Business Intelligence, Data Visualization, Network Security, Reinforcement Learning, Big Data",0
470,"Big Data, Network Security, Software Engineering, Artificial Intelligence, Data Visualization, Blockchain, Data Mining",0
471,"Data Analysis, Database Systems",0
472,"NLP, Computer Vision, Database Systems",0
473,"IoT, Big Data, Blockchain, Data Mining",0
474,"Blockchain, Robotics, NLP, Network Security",0
475,"Data Mining, Machine Learning, Reinforcement Learning, Blockchain",0
476,"Blockchain, Network Security, Deep Learning, Machine Learning, Artificial Intelligence",0
477,"Cybersecurity, Data Mining, Deep Learning, Data Visualization, Optimization, Software Engineering, Database Systems",0
478,"Database Systems, Machine Learning",0
479,"Computer Vision, Business Intelligence, Deep Learning",0
480,"Machine Learning, Data Mining, Big Data, Reinforcement Learning",0
481,"Optimization, Artificial Intelligence, Computer Vision",0
482,"Cloud Computing, Blockchain, Data Mining, Software Engineering, Cybersecurity, Database Systems",0
483,"Business Intelligence, Blockchain, Network Security",0
484,"Blockchain, Cloud Computing, Data Mining, Database Systems",0
485,"IoT, Machine Learning, Data Analysis, Data Visualization, NLP, Database Systems, Business Intelligence",0
486,"Reinforcement Learning, Blockchain, Optimization, Artificial Intelligence",0
487,"Big Data, Robotics, Deep Learning, NLP, IoT, Reinforcement Learning, Computer Vision",0
488,"Cybersecurity, Business Intelligence, Blockchain, Data Mining, Software Engineering",0
489,"Data Mining, Reinforcement Learning, Big Data",0
490,"Blockchain, Cloud Computing, Reinforcement Learning",0
491,"IoT, Data Analysis, Data Mining, Artificial Intelligence",0
492,"Robotics, IoT, Big Data, Data Analysis",0
493,"Data Mining, Cybersecurity, Data Visualization",0
494,"Network Security, Reinforcement Learning, Database Systems, Data Visualization, Data Analysis",0
495,"Data Mining, IoT",0
496,"Data Mining, Optimization, Blockchain, Artificial Intelligence, Software Engineering, Computer Vision",0
497,"Data Mining, Network Security, NLP, Database Systems, Cybersecurity",0
498,"Blockchain, Cybersecurity, Cloud Computing, Big Data, Software Engineering, Network Security, NLP",0
499,"Data Mining, Cybersecurity, Data Visualization",0
500,"Data Visualization, Software Engineering, Deep Learning, Data Mining",0
